Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12471.0,10,49,20129.54,1,Champions
12472.0,5,13,11308.48,1,Champions
12474.0,14,13,5048.66,1,Champions
12475.0,45,1,426.26,0,New / Promising
12476.0,32,12,7267.49,1,Champions
12477.0,35,3,7056.63,3,At-Risk / Loyal Fading
12480.0,35,3,2183.2200000000003,3,At-Risk / Loyal Fading
12481.0,1,6,6765.07,1,Champions
12482.0,212,29,23691.4,1,Champions
12483.0,14,11,2612.2000000000003,1,Champions
12484.0,119,6,1826.78,3,At-Risk / Loyal Fading
12485.0,165,1,708.1,2,Lost / Hibernating
12486.0,67,1,1037.28,0,New / Promising
12487.0,366,1,285.29999999999995,2,Lost / Hibernating
12490.0,14,11,4405.71,1,Champions
12492.0,39,1,452.0,0,New / Promising
12494.0,1,3,626.77,0,New / Promising
12495.0,276,1,357.4,2,Lost / Hibernating
12496.0,256,2,45.34,2,Lost / Hibernating
12497.0,36,2,5205.400000000001,3,At-Risk / Loyal Fading
12499.0,196,1,393.72,2,Lost / Hibernating
12500.0,71,8,1697.39,3,At-Risk / Loyal Fading
12503.0,220,1,1126.0,2,Lost / Hibernating
12504.0,53,2,297.0,0,New / Promising
12505.0,44,1,955.2,0,New / Promising
12507.0,220,1,539.25,2,Lost / Hibernating
12510.0,95,7,4195.45,3,At-Risk / Loyal Fading
12511.0,64,1,3084.02,3,At-Risk / Loyal Fading
12514.0,277,1,580.08,2,Lost / Hibernating
12516.0,66,2,1336.56,3,At-Risk / Loyal Fading
12519.0,112,1,385.7,2,Lost / Hibernating
12523.0,10,12,2562.58,1,Champions
12524.0,24,9,6640.39,1,Champions
12525.0,134,3,973.73,3,At-Risk / Loyal Fading
12527.0,130,2,386.8,2,Lost / Hibernating
12529.0,164,1,316.48,2,Lost / Hibernating
12530.0,51,5,2096.98,3,At-Risk / Loyal Fading
12531.0,322,1,1807.98,2,Lost / Hibernating
12533.0,263,2,1367.89,3,At-Risk / Loyal Fading
12537.0,44,1,732.94,0,New / Promising
12538.0,14,1,276.5,0,New / Promising
12539.0,86,3,5646.400000000001,3,At-Risk / Loyal Fading
12540.0,14,16,8854.25,1,Champions
12542.0,120,2,481.88,2,Lost / Hibernating
12543.0,84,1,980.25,2,Lost / Hibernating
12547.0,136,1,175.78,2,Lost / Hibernating
12549.0,211,6,1575.68,3,At-Risk / Loyal Fading
12553.0,21,2,916.47,0,New / Promising
12554.0,84,1,468.5,2,Lost / Hibernating
12555.0,318,1,129.23,2,Lost / Hibernating
12557.0,7,4,6725.18,1,Champions
12562.0,21,2,1185.18,0,New / Promising
12563.0,44,1,249.24,0,New / Promising
12567.0,3,7,4308.58,1,Champions
12568.0,280,1,70.0,2,Lost / Hibernating
12570.0,318,1,77.52,2,Lost / Hibernating
12573.0,17,4,556.87,0,New / Promising
12575.0,93,2,622.8199999999999,2,Lost / Hibernating
12576.0,28,3,826.89,0,New / Promising
12577.0,17,5,990.5,3,At-Risk / Loyal Fading
12578.0,21,2,1847.94,3,At-Risk / Loyal Fading
12580.0,212,1,637.2,2,Lost / Hibernating
12582.0,58,2,1469.04,3,At-Risk / Loyal Fading
12583.0,9,13,7166.0599999999995,1,Champions
12586.0,10,3,1865.73,0,New / Promising
12588.0,35,3,743.88,3,At-Risk / Loyal Fading
12589.0,57,6,4048.98,3,At-Risk / Loyal Fading
12591.0,26,2,886.1,0,New / Promising
12592.0,155,3,2145.06,3,At-Risk / Loyal Fading
12594.0,14,5,1751.89,3,At-Risk / Loyal Fading
12595.0,140,1,299.02,2,Lost / Hibernating
12598.0,99,3,1511.01,3,At-Risk / Loyal Fading
12599.0,17,6,1264.14,3,At-Risk / Loyal Fading
12600.0,7,12,2444.88,1,Champions
12601.0,40,1,104.19999999999999,2,Lost / Hibernating
12605.0,12,4,1232.95,0,New / Promising
12606.0,318,1,21.0,2,Lost / Hibernating
12608.0,40,1,415.79,0,New / Promising
12609.0,10,6,2309.01,1,Champions
12613.0,24,5,3472.9900000000002,3,At-Risk / Loyal Fading
12615.0,49,4,3449.79,3,At-Risk / Loyal Fading
12616.0,24,1,417.8,0,New / Promising
12619.0,196,1,140.14,2,Lost / Hibernating
12621.0,1,16,11086.14,1,Champions
12623.0,52,6,3442.7400000000002,3,At-Risk / Loyal Fading
12625.0,145,2,2481.06,3,At-Risk / Loyal Fading
12629.0,21,2,1558.22,0,New / Promising
12631.0,92,5,2841.07,3,At-Risk / Loyal Fading
12632.0,156,2,804.88,2,Lost / Hibernating
12633.0,18,3,3514.18,3,At-Risk / Loyal Fading
12634.0,171,2,490.0,2,Lost / Hibernating
12635.0,28,2,1241.23,0,New / Promising
12636.0,374,1,141.0,2,Lost / Hibernating
12637.0,14,4,2280.91,3,At-Risk / Loyal Fading
12638.0,275,1,249.8,2,Lost / Hibernating
12639.0,70,2,826.27,3,At-Risk / Loyal Fading
12643.0,21,6,4960.18,1,Champions
12644.0,66,3,1440.58,3,At-Risk / Loyal Fading
12645.0,45,4,1764.12,3,At-Risk / Loyal Fading
12647.0,3,27,14201.53,1,Champions
12648.0,73,3,793.95,3,At-Risk / Loyal Fading
12649.0,18,5,1671.1399999999999,3,At-Risk / Loyal Fading
12651.0,14,3,263.75,0,New / Promising
12652.0,70,1,97.05000000000001,2,Lost / Hibernating
12653.0,162,1,1950.98,3,At-Risk / Loyal Fading
12655.0,59,1,261.35,2,Lost / Hibernating
12656.0,61,3,2356.66,3,At-Risk / Loyal Fading
12661.0,72,1,162.0,2,Lost / Hibernating
12662.0,9,10,3138.2400000000002,1,Champions
12663.0,260,2,239.4,2,Lost / Hibernating
12664.0,150,2,1188.16,3,At-Risk / Loyal Fading
12665.0,53,2,250.6,0,New / Promising
12666.0,30,1,1248.42,0,New / Promising
12668.0,14,6,7575.88,1,Champions
12670.0,21,2,764.24,0,New / Promising
12671.0,242,1,2622.481,3,At-Risk / Loyal Fading
12672.0,231,1,211.15,2,Lost / Hibernating
12673.0,37,1,619.5,0,New / Promising
12675.0,189,2,957.25,3,At-Risk / Loyal Fading
12676.0,44,5,1511.7,3,At-Risk / Loyal Fading
12677.0,191,2,395.1,2,Lost / Hibernating
12678.0,11,9,16652.72,1,Champions
12681.0,3,24,17080.74,1,Champions
12682.0,1,23,11745.69,1,Champions
12683.0,1,8,4220.21,1,Champions
12686.0,7,1,89.14,0,New / Promising
12687.0,116,2,2138.91,3,At-Risk / Loyal Fading
12691.0,56,1,134.6,2,Lost / Hibernating
12692.0,273,1,110.95,2,Lost / Hibernating
12693.0,32,3,847.11,3,At-Risk / Loyal Fading
12694.0,57,1,973.68,0,New / Promising
12695.0,164,3,825.02,3,At-Risk / Loyal Fading
12696.0,70,2,851.91,3,At-Risk / Loyal Fading
12698.0,226,1,339.75,2,Lost / Hibernating
12699.0,53,1,638.11,0,New / Promising
12701.0,165,4,1648.7,3,At-Risk / Loyal Fading
12703.0,269,3,722.98,3,At-Risk / Loyal Fading
12705.0,19,5,4893.81,1,Champions
12708.0,4,9,2601.19,1,Champions
12709.0,2,20,21107.94,1,Champions
12711.0,247,2,1339.05,3,At-Risk / Loyal Fading
12712.0,1,10,2797.53,1,Champions
12714.0,24,7,9384.85,1,Champions
12717.0,226,1,277.93,2,Lost / Hibernating
12720.0,5,6,2478.94,1,Champions
12721.0,21,2,1356.95,0,New / Promising
12724.0,19,3,1286.11,3,At-Risk / Loyal Fading
12725.0,7,4,2266.76,1,Champions
12726.0,23,4,1405.5,3,At-Risk / Loyal Fading
12727.0,78,3,1698.8300000000002,3,At-Risk / Loyal Fading
12728.0,19,1,233.84,0,New / Promising
12730.0,157,1,829.25,2,Lost / Hibernating
12731.0,78,5,6879.8,3,At-Risk / Loyal Fading
12733.0,25,3,2040.92,3,At-Risk / Loyal Fading
12734.0,10,2,529.25,0,New / Promising
12737.0,134,2,3710.5,3,At-Risk / Loyal Fading
12738.0,8,1,155.35,0,New / Promising
12739.0,21,2,1713.69,3,At-Risk / Loyal Fading
12741.0,165,2,406.07,2,Lost / Hibernating
12742.0,261,1,1201.52,2,Lost / Hibernating
12744.0,95,4,4037.77,3,At-Risk / Loyal Fading
12745.0,122,3,925.41,3,At-Risk / Loyal Fading
12746.0,176,1,254.55,2,Lost / Hibernating
12747.0,5,16,5061.03,1,Champions
12748.0,1,144,22457.9,1,Champions
12749.0,35,4,2806.48,3,At-Risk / Loyal Fading
12751.0,80,1,268.27,2,Lost / Hibernating
12755.0,1,10,5218.709999999999,1,Champions
12758.0,95,5,7111.650000000001,3,At-Risk / Loyal Fading
12759.0,22,5,3489.3,3,At-Risk / Loyal Fading
12760.0,91,1,347.8,2,Lost / Hibernating
12761.0,93,2,782.95,3,At-Risk / Loyal Fading
12763.0,5,1,320.08,0,New / Promising
12765.0,108,6,1404.58,3,At-Risk / Loyal Fading
12766.0,2,3,3078.65,1,Champions
12767.0,11,1,949.82,0,New / Promising
12768.0,86,1,168.69000000000003,2,Lost / Hibernating
12770.0,92,1,1895.0,3,At-Risk / Loyal Fading
12771.0,121,1,282.3,2,Lost / Hibernating
12773.0,200,1,124.25,2,Lost / Hibernating
12774.0,171,1,98.7,2,Lost / Hibernating
12775.0,24,2,300.08,0,New / Promising
12776.0,303,1,55.5,2,Lost / Hibernating
12777.0,93,1,519.45,2,Lost / Hibernating
12778.0,32,3,953.45,3,At-Risk / Loyal Fading
12779.0,7,7,2740.91,1,Champions
12780.0,234,1,337.4,2,Lost / Hibernating
12782.0,10,6,2287.32,1,Champions
12784.0,165,1,1230.33,2,Lost / Hibernating
12785.0,171,2,788.45,2,Lost / Hibernating
12786.0,245,1,728.5,2,Lost / Hibernating
12787.0,49,1,398.52,0,New / Promising
12788.0,99,4,444.9,3,At-Risk / Loyal Fading
12789.0,148,2,181.5,2,Lost / Hibernating
12790.0,46,1,266.93,0,New / Promising
12791.0,9,6,863.51,1,Champions
12792.0,170,1,426.47,2,Lost / Hibernating
12793.0,7,2,471.85,0,New / Promising
12796.0,264,1,381.0,2,Lost / Hibernating
12797.0,1,2,552.08,0,New / Promising
12798.0,57,1,1533.8899999999999,3,At-Risk / Loyal Fading
12799.0,165,1,219.35,2,Lost / Hibernating
12800.0,106,3,584.25,3,At-Risk / Loyal Fading
12801.0,136,1,1071.82,2,Lost / Hibernating
12802.0,78,6,1988.84,3,At-Risk / Loyal Fading
12803.0,29,1,1092.81,0,New / Promising
12804.0,101,2,325.37,2,Lost / Hibernating
12805.0,17,4,1434.95,3,At-Risk / Loyal Fading
12806.0,71,4,2878.96,3,At-Risk / Loyal Fading
12807.0,19,1,330.35,0,New / Promising
12808.0,4,3,422.45,0,New / Promising
12809.0,201,2,1266.63,3,At-Risk / Loyal Fading
12810.0,170,2,534.99,2,Lost / Hibernating
12811.0,14,2,519.05,0,New / Promising
12813.0,137,3,1687.8,3,At-Risk / Loyal Fading
12817.0,35,2,524.94,0,New / Promising
12819.0,94,1,540.52,2,Lost / Hibernating
12820.0,33,7,1747.18,3,At-Risk / Loyal Fading
12821.0,247,1,128.07999999999998,2,Lost / Hibernating
12823.0,30,13,4742.0,1,Champions
12825.0,157,2,518.63,2,Lost / Hibernating
12826.0,1,6,1481.03,1,Champions
12829.0,186,1,92.30000000000001,2,Lost / Hibernating
12831.0,99,2,236.06,2,Lost / Hibernating
12835.0,63,41,5996.83,1,Champions
12836.0,25,11,3949.37,1,Champions
12837.0,205,1,528.5600000000001,2,Lost / Hibernating
12838.0,9,9,2694.75,1,Champions
12839.0,3,13,4480.31,1,Champions
12840.0,73,3,1315.2,3,At-Risk / Loyal Fading
12841.0,5,17,3472.61,1,Champions
12842.0,40,2,799.0,0,New / Promising
12843.0,18,22,4881.1,1,Champions
12844.0,78,2,322.64,2,Lost / Hibernating
12846.0,318,1,15.58,2,Lost / Hibernating
12847.0,23,1,765.36,0,New / Promising
12848.0,311,1,208.0,2,Lost / Hibernating
12849.0,17,4,2032.18,3,At-Risk / Loyal Fading
12850.0,81,1,330.0,2,Lost / Hibernating
12851.0,113,1,148.95,2,Lost / Hibernating
12853.0,63,5,1950.4,3,At-Risk / Loyal Fading
12854.0,197,4,1654.72,3,At-Risk / Loyal Fading
12855.0,8,4,612.84,0,New / Promising
12857.0,72,4,2581.6,3,At-Risk / Loyal Fading
12858.0,19,1,147.27,0,New / Promising
12859.0,94,1,575.1,2,Lost / Hibernating
12860.0,329,1,54.22,2,Lost / Hibernating
12861.0,255,1,68.25,2,Lost / Hibernating
12862.0,61,2,984.62,3,At-Risk / Loyal Fading
12863.0,15,5,2271.35,1,Champions
12864.0,144,1,152.45,2,Lost / Hibernating
12865.0,14,2,1755.24,0,New / Promising
12866.0,110,2,668.23,2,Lost / Hibernating
12867.0,33,6,3819.92,3,At-Risk / Loyal Fading
12868.0,9,3,640.0,0,New / Promising
12869.0,317,1,337.66999999999996,2,Lost / Hibernating
12870.0,11,3,1676.95,0,New / Promising
12871.0,75,1,363.38,2,Lost / Hibernating
12872.0,1,11,3062.52,1,Champions
12873.0,33,2,1653.3,3,At-Risk / Loyal Fading
12874.0,21,2,948.42,0,New / Promising
12875.0,107,3,1013.76,3,At-Risk / Loyal Fading
12876.0,30,2,1863.77,3,At-Risk / Loyal Fading
12877.0,37,8,1406.3700000000001,3,At-Risk / Loyal Fading
12880.0,17,2,640.13,0,New / Promising
12887.0,19,1,222.4,0,New / Promising
12889.0,17,4,385.46000000000004,0,New / Promising
12890.0,23,1,329.3,0,New / Promising
12891.0,94,8,509.5,3,At-Risk / Loyal Fading
12892.0,32,1,263.38,0,New / Promising
12894.0,211,1,157.35,2,Lost / Hibernating
12897.0,17,2,297.75,0,New / Promising
12898.0,99,2,296.21000000000004,2,Lost / Hibernating
12899.0,49,1,366.4,0,New / Promising
12900.0,58,1,340.33,2,Lost / Hibernating
12903.0,64,1,833.53,0,New / Promising
12905.0,212,2,1018.42,3,At-Risk / Loyal Fading
12907.0,31,2,508.91,0,New / Promising
12908.0,16,3,1026.0,0,New / Promising
12909.0,60,3,924.52,3,At-Risk / Loyal Fading
12910.0,15,5,2721.48,1,Champions
12911.0,187,1,1651.72,2,Lost / Hibernating
12913.0,4,9,4217.2300000000005,1,Champions
12914.0,36,1,223.98,0,New / Promising
12915.0,8,3,811.1,0,New / Promising
12916.0,78,3,1534.78,3,At-Risk / Loyal Fading
12917.0,36,5,3765.2,3,At-Risk / Loyal Fading
12918.0,262,1,10953.5,3,At-Risk / Loyal Fading
12920.0,207,3,323.86,2,Lost / Hibernating
12921.0,2,39,19333.95,1,Champions
12923.0,26,2,597.6,0,New / Promising
12924.0,29,8,1535.7,3,At-Risk / Loyal Fading
12925.0,228,1,35.28,2,Lost / Hibernating
12926.0,47,4,1523.97,3,At-Risk / Loyal Fading
12927.0,30,1,197.31,0,New / Promising
12928.0,14,7,2242.19,1,Champions
12931.0,16,42,50291.38,1,Champions
12932.0,175,8,1698.56,3,At-Risk / Loyal Fading
12933.0,16,5,1029.1,3,At-Risk / Loyal Fading
12934.0,372,1,181.65,2,Lost / Hibernating
12935.0,11,8,2083.16,1,Champions
12937.0,99,5,1593.34,3,At-Risk / Loyal Fading
12939.0,15,12,13683.0,1,Champions
12941.0,360,1,377.49,2,Lost / Hibernating
12942.0,1,1,258.75,0,New / Promising
12943.0,194,2,496.5,2,Lost / Hibernating
12945.0,292,1,437.16,2,Lost / Hibernating
12946.0,72,1,324.45,2,Lost / Hibernating
12947.0,9,1,304.04,0,New / Promising
12948.0,366,2,252.48000000000002,2,Lost / Hibernating
12949.0,18,14,11359.48,1,Champions
12951.0,22,9,2149.65,1,Champions
12953.0,158,1,498.96000000000004,2,Lost / Hibernating
12954.0,274,1,162.45,2,Lost / Hibernating
12956.0,320,3,413.82,2,Lost / Hibernating
12957.0,177,5,4689.43,3,At-Risk / Loyal Fading
12958.0,36,2,467.34,0,New / Promising
12959.0,120,1,150.95,2,Lost / Hibernating
12960.0,49,4,1322.07,3,At-Risk / Loyal Fading
12961.0,15,1,211.99,0,New / Promising
12963.0,1,5,1744.96,1,Champions
12964.0,73,1,132.24,2,Lost / Hibernating
12967.0,7,2,2646.02,0,New / Promising
12969.0,238,1,122.45,2,Lost / Hibernating
12970.0,16,6,1048.13,3,At-Risk / Loyal Fading
12971.0,2,33,4782.88,1,Champions
12972.0,49,4,1161.2,3,At-Risk / Loyal Fading
12973.0,49,1,385.55,0,New / Promising
12974.0,201,1,264.15,2,Lost / Hibernating
12975.0,72,6,2100.09,3,At-Risk / Loyal Fading
12976.0,14,7,2417.7799999999997,1,Champions
12977.0,137,3,474.64,2,Lost / Hibernating
12978.0,21,5,2502.82,3,At-Risk / Loyal Fading
12979.0,365,1,517.7,2,Lost / Hibernating
12980.0,22,12,8870.880000000001,1,Champions
12982.0,30,7,2354.27,3,At-Risk / Loyal Fading
12983.0,234,1,490.08000000000004,2,Lost / Hibernating
12986.0,64,10,2729.84,3,At-Risk / Loyal Fading
12987.0,56,3,753.51,3,At-Risk / Loyal Fading
12989.0,60,18,6627.64,1,Champions
12990.0,53,4,546.0,3,At-Risk / Loyal Fading
12991.0,25,1,261.06,0,New / Promising
12992.0,361,1,93.35000000000001,2,Lost / Hibernating
12993.0,81,4,844.87,3,At-Risk / Loyal Fading
12996.0,11,1,355.5,0,New / Promising
12997.0,30,4,884.02,3,At-Risk / Loyal Fading
12998.0,128,3,920.08,3,At-Risk / Loyal Fading
13000.0,361,1,497.65000000000003,2,Lost / Hibernating
13001.0,40,20,14256.68,1,Champions
13002.0,52,2,293.18,0,New / Promising
13004.0,22,18,5994.94,1,Champions
13005.0,67,2,485.98,0,New / Promising
13007.0,215,1,175.25,2,Lost / Hibernating
13008.0,33,2,382.66,0,New / Promising
13009.0,308,1,234.0,2,Lost / Hibernating
13010.0,10,2,330.12,0,New / Promising
13011.0,8,1,50.550000000000004,0,New / Promising
13012.0,65,3,1310.99,3,At-Risk / Loyal Fading
13013.0,7,18,7814.83,1,Champions
13014.0,68,1,1914.8,3,At-Risk / Loyal Fading
13015.0,74,6,3240.14,3,At-Risk / Loyal Fading
13018.0,49,7,2485.46,3,At-Risk / Loyal Fading
13019.0,15,6,1229.95,3,At-Risk / Loyal Fading
13020.0,198,2,618.96,2,Lost / Hibernating
13021.0,10,8,2270.86,1,Champions
13022.0,65,1,65.3,2,Lost / Hibernating
13023.0,164,1,759.13,2,Lost / Hibernating
13024.0,106,2,555.87,2,Lost / Hibernating
13025.0,367,1,323.39,2,Lost / Hibernating
13026.0,124,4,757.72,3,At-Risk / Loyal Fading
13027.0,21,13,10327.2,1,Champions
13029.0,10,2,679.8,0,New / Promising
13030.0,4,1,402.36,0,New / Promising
13031.0,43,5,3292.84,3,At-Risk / Loyal Fading
13032.0,28,7,1805.78,3,At-Risk / Loyal Fading
13033.0,65,1,30.0,2,Lost / Hibernating
13034.0,5,2,279.91,0,New / Promising
13035.0,67,1,442.32,2,Lost / Hibernating
13036.0,320,1,307.1,2,Lost / Hibernating
13037.0,35,9,3033.88,1,Champions
13039.0,220,4,1010.73,3,At-Risk / Loyal Fading
13041.0,86,4,799.13,3,At-Risk / Loyal Fading
13042.0,234,3,1488.59,3,At-Risk / Loyal Fading
13044.0,128,10,4287.58,3,At-Risk / Loyal Fading
13045.0,37,2,503.64,0,New / Promising
13046.0,92,1,319.94,2,Lost / Hibernating
13047.0,9,17,5557.62,1,Champions
13048.0,72,5,2229.72,3,At-Risk / Loyal Fading
13049.0,25,2,751.5600000000001,0,New / Promising
13050.0,2,19,6477.67,1,Champions
13051.0,214,2,155.8,2,Lost / Hibernating
13052.0,56,6,2771.18,3,At-Risk / Loyal Fading
13053.0,257,1,127.65,2,Lost / Hibernating
13055.0,65,1,1106.7,3,At-Risk / Loyal Fading
13056.0,187,1,209.48,2,Lost / Hibernating
13057.0,166,3,709.59,3,At-Risk / Loyal Fading
13059.0,49,9,2108.37,3,At-Risk / Loyal Fading
13063.0,116,1,188.4,2,Lost / Hibernating
13064.0,186,2,561.25,2,Lost / Hibernating
13065.0,9,5,1055.05,0,New / Promising
13067.0,45,2,393.05,0,New / Promising
13069.0,5,16,5185.51,1,Champions
13070.0,95,3,522.9,3,At-Risk / Loyal Fading
13071.0,248,1,129.22,2,Lost / Hibernating
13073.0,47,2,418.08,0,New / Promising
13074.0,147,4,1378.74,3,At-Risk / Loyal Fading
13076.0,93,1,135.4,2,Lost / Hibernating
13077.0,2,8,2326.35,1,Champions
13078.0,2,32,16904.510000000002,1,Champions
13079.0,53,1,199.08,2,Lost / Hibernating
13080.0,37,3,222.65,0,New / Promising
13081.0,7,19,30867.77,1,Champions
13082.0,60,12,3722.12,1,Champions
13083.0,61,1,91.67999999999999,2,Lost / Hibernating
13084.0,127,1,122.39999999999999,2,Lost / Hibernating
13085.0,315,6,2017.2,3,At-Risk / Loyal Fading
13086.0,18,1,439.33000000000004,0,New / Promising
13087.0,362,1,313.64,2,Lost / Hibernating
13088.0,53,1,236.11,2,Lost / Hibernating
13089.0,4,109,57885.45,1,Champions
13090.0,1,13,5189.32,1,Champions
13091.0,365,2,1976.0,3,At-Risk / Loyal Fading
13092.0,50,7,1662.45,3,At-Risk / Loyal Fading
13093.0,9,48,47111.18,1,Champions
13094.0,4,2,505.8,0,New / Promising
13096.0,30,1,419.70000000000005,0,New / Promising
13097.0,24,18,7320.88,1,Champions
13101.0,134,3,594.21,3,At-Risk / Loyal Fading
13102.0,1,14,5272.83,1,Champions
13103.0,73,2,465.70000000000005,2,Lost / Hibernating
13104.0,51,3,610.62,3,At-Risk / Loyal Fading
13105.0,72,1,72.0,2,Lost / Hibernating
13106.0,49,1,526.96,0,New / Promising
13107.0,49,5,3721.45,3,At-Risk / Loyal Fading
13108.0,8,2,748.46,0,New / Promising
13109.0,187,1,347.49,2,Lost / Hibernating
13110.0,73,5,1468.8000000000002,3,At-Risk / Loyal Fading
13111.0,354,1,321.88000000000005,2,Lost / Hibernating
13112.0,177,1,20.6,2,Lost / Hibernating
13113.0,2,14,6357.08,1,Champions
13114.0,366,1,234.38,2,Lost / Hibernating
13115.0,15,6,3199.92,1,Champions
13117.0,1,12,1658.8999999999999,1,Champions
13118.0,12,4,1217.6,0,New / Promising
13119.0,304,1,134.9,2,Lost / Hibernating
13123.0,108,2,506.75,2,Lost / Hibernating
13124.0,21,1,885.33,0,New / Promising
13125.0,159,1,148.62,2,Lost / Hibernating
13126.0,2,7,1898.6100000000001,1,Champions
13128.0,267,1,263.5,2,Lost / Hibernating
13129.0,88,2,233.25,2,Lost / Hibernating
13131.0,54,4,2240.47,3,At-Risk / Loyal Fading
13133.0,95,1,90.65,2,Lost / Hibernating
13134.0,38,2,681.65,0,New / Promising
13135.0,127,1,275.45,2,Lost / Hibernating
13136.0,11,8,3666.9500000000003,1,Champions
13137.0,22,8,3983.65,1,Champions
13138.0,8,2,504.85,0,New / Promising
13139.0,73,1,3138.04,3,At-Risk / Loyal Fading
13140.0,2,3,790.71,0,New / Promising
13141.0,21,12,5267.33,1,Champions
13143.0,220,1,405.1,2,Lost / Hibernating
13144.0,67,1,24.4,2,Lost / Hibernating
13145.0,8,4,805.0,0,New / Promising
13148.0,25,14,4814.56,1,Champions
13150.0,120,3,449.96999999999997,2,Lost / Hibernating
13151.0,261,2,1207.34,3,At-Risk / Loyal Fading
